date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-01-01 00:00:00,2.7,-1,8.8,0,,,6,16,1030.1,
2022-01-02 00:00:00,4.3,-2.5,11.1,0,,,7.1,35,1024.9,
2022-01-03 00:00:00,10,8.5,11.3,0,,,12.7,39,1019.8,
2022-01-04 00:00:00,11.4,7.5,15.3,1.4,,,22.2,74,1003.2,
2022-01-05 00:00:00,2.1,-2,5.7,14.5,,,13.5,41,1012,
2022-01-06 00:00:00,0,-3.8,2,0.8,,,4.8,14.8,1021.7,
2022-01-07 00:00:00,0.1,-2.3,1.9,0.7,,,10.7,34,1021.8,
2022-01-08 00:00:00,2.2,-0.2,3.6,2.8,,,14.2,47,1015,
2022-01-09 00:00:00,2.7,0.1,4,11.3,,,16,63,1006.8,
2022-01-10 00:00:00,0.7,-0.8,2.7,1.8,,,6.9,27,1020.6,
2022-01-11 00:00:00,1.5,-0.8,3.3,0,,,12.3,40,1031.8,
2022-01-12 00:00:00,-0.7,-4.3,1.5,0,,,11.6,32,1038.6,
2022-01-13 00:00:00,-1.7,-4.6,1.6,0,,,9.3,27,1041.6,
2022-01-14 00:00:00,-1.9,-5.5,3.5,0,,,3.8,13,1038.3,
2022-01-15 00:00:00,-1.9,-5.4,3.5,0,,,5.2,14,1030.4,
2022-01-16 00:00:00,-0.3,-2.7,3.4,0,,,8.5,30,1030.9,
2022-01-17 00:00:00,2.4,0.3,6.2,0,,,7.8,26,1037,
2022-01-18 00:00:00,1.7,-2.9,4.4,0,,,9.3,37,1037.1,
2022-01-19 00:00:00,1.9,0.2,4.1,0,,,10.1,41,1031,
2022-01-20 00:00:00,1.8,-1.4,4.3,0.3,,,8.4,32,1029.6,
2022-01-21 00:00:00,-0.4,-4.4,2.7,0,,,4.6,33,1034.9,
2022-01-22 00:00:00,0.1,-3.4,4.5,0,,,4.3,14.8,1036.4,
2022-01-23 00:00:00,0.4,-4.8,4.7,0,,,9.2,32,1035.6,
2022-01-24 00:00:00,0.3,-2.6,1.4,0,,,7.4,21,1035,
2022-01-25 00:00:00,0.4,-3.5,4.6,0,,,6.3,18,1035.3,
2022-01-26 00:00:00,-0.7,-4.8,4.8,0,,,6.7,17,1034.3,
2022-01-27 00:00:00,-0.8,-3.5,3.7,2.8,,,8.7,30,1032.8,
2022-01-28 00:00:00,2.3,0.5,6.1,0,,,5.4,21,1036.9,
2022-01-29 00:00:00,2.7,-2.5,7.4,0,,,9.9,39,1034.7,
2022-01-30 00:00:00,5.3,-1.5,8.8,0,,,10.1,38,1030.4,
2022-01-31 00:00:00,2.7,-0.3,4.3,5.4,,,18.4,72,1019.4,
2022-02-01 00:00:00,1.8,1,3,1.3,,,18.9,54,1024.4,
2022-02-02 00:00:00,5.7,3,7,2,,,14.4,42.6,1023.2,
2022-02-03 00:00:00,5.9,4.4,7.7,0.1,,,6,16,1021.7,
2022-02-04 00:00:00,5.3,2.1,6.9,0.2,,,12.2,44,1018.8,
2022-02-05 00:00:00,3.4,-0.5,7.1,2,,,9.4,36,1026,
2022-02-06 00:00:00,3.6,-1.2,7.2,0.6,,,25.8,87,1021.7,
2022-02-07 00:00:00,3.5,-2,6.8,6.3,,,18.4,91,1025.2,
2022-02-08 00:00:00,2.6,-2.4,9.6,0,,,7.4,18,1035.5,
2022-02-09 00:00:00,2.5,-4.8,11.6,0,,,5.1,18,1031.9,
2022-02-10 00:00:00,4.4,-1,11.7,0,,,9.4,35,1026.6,
2022-02-11 00:00:00,4.6,-0.8,6.7,9.7,,,7.7,35,1030.2,
2022-02-12 00:00:00,0.6,-3.3,5.3,0,,,7.6,18,1030.9,
2022-02-13 00:00:00,1.5,-4.7,9.4,0,,,6.1,19,1022.1,
2022-02-14 00:00:00,2.1,-3.9,7.3,0.1,,,6.8,34,1012.5,
2022-02-15 00:00:00,4.7,2.2,7.9,0.4,,,11,34,1017.2,
2022-02-16 00:00:00,5.4,2,8.8,4.5,,,17.2,51.8,1015.3,
2022-02-17 00:00:00,10.3,7.6,13.3,5.8,,,28.2,82,1014.4,
2022-02-18 00:00:00,9.9,6.6,14.3,0.8,,,17.4,77,1013.1,
2022-02-19 00:00:00,4.9,0.3,8,1.5,,,12.6,57,1021.1,
2022-02-20 00:00:00,7.3,2.2,11,0,,,25.3,66,1021.1,
2022-02-21 00:00:00,5.8,3.2,9.5,7.2,,,27,74,1013.7,
2022-02-22 00:00:00,6.1,3.6,8.6,1.7,,,17.7,45,1025,
2022-02-23 00:00:00,7.3,2.3,11.6,0.5,,,7.9,33.3,1027.1,
2022-02-24 00:00:00,5.4,-2.6,10.9,0,,,13,54,1020.4,
2022-02-25 00:00:00,3.5,-0.7,7.3,0.9,,,12.6,59,1027.8,
2022-02-26 00:00:00,2.2,-1.2,6.6,0.6,,,13.9,42,1033.2,
2022-02-27 00:00:00,2.1,-4.9,7.4,0,,,16,54,1029.9,
2022-02-28 00:00:00,1.1,-5,8,0,,,6.2,28,1031.6,
2022-03-01 00:00:00,1.4,-6.2,8,,,,5.7,33,1029.3,
2022-03-02 00:00:00,1.8,-5.6,9.3,0,,,3.7,15,1024.3,
2022-03-03 00:00:00,4.7,-3,12.7,0,,,6.2,20,1018.1,
2022-03-04 00:00:00,3,-2.8,9,0,,,12.7,33.3,1018.6,
2022-03-05 00:00:00,0.9,-5,7.2,0,,,10.9,31,1019.8,
2022-03-06 00:00:00,0.3,-5,5.5,0,,,14.5,39,1020.9,
2022-03-07 00:00:00,0.5,-4.3,5.5,0,,,14.2,40,1022.5,
2022-03-08 00:00:00,0,-6.8,6.3,0,,,8.9,28,1022.9,
2022-03-09 00:00:00,2.1,-6,12.2,0,,,3.7,16.7,1025.3,
2022-03-10 00:00:00,3.7,-5.1,13.7,0,,,7.6,32,1024.6,
2022-03-11 00:00:00,4,-4.7,12.8,0,,,6.4,32,1019.5,
2022-03-12 00:00:00,6.6,0.7,13.5,0,,,9.1,36,1019.3,
2022-03-13 00:00:00,6.9,-2.1,16.7,0,,,7.6,33,1016.5,
2022-03-14 00:00:00,9.3,4,14.1,0.6,,,10,44,1027.1,
2022-03-15 00:00:00,6.6,4.6,8.2,2,,,7.2,23,1027,
2022-03-16 00:00:00,8.2,1.9,14.5,0,,,8.4,22.2,1023.9,
2022-03-17 00:00:00,8.9,3.2,15.3,0,,,9.9,37,1026.2,
2022-03-18 00:00:00,9,6.8,11.5,0.1,,,24,71,1033.7,
2022-03-19 00:00:00,8.1,3.4,12.8,0,,,21.2,72,1032.1,
2022-03-20 00:00:00,7.3,-1,16.4,,,,6.5,23,1029.4,
2022-03-21 00:00:00,7.6,-1.6,16,0,,,10.4,40,1031.7,
2022-03-22 00:00:00,7.3,-1.3,16.5,0,,,4.6,22,1031.4,
2022-03-23 00:00:00,7.8,-2.7,18,0,,,4.6,20.4,1030.3,
2022-03-24 00:00:00,8.6,-0.6,18.6,0,,,4.1,19,1028,
2022-03-25 00:00:00,9.6,-0.6,18.8,0,,,9.4,42,1026.2,
2022-03-26 00:00:00,11.4,2.6,19.1,0,,,15.9,45,1026.1,
2022-03-27 00:00:00,10.8,1.8,19.5,0,,,6.6,22.2,1027.3,
2022-03-28 00:00:00,10.2,0.6,20,0,,,6.2,25,1023.9,
2022-03-29 00:00:00,11.5,4.5,18.1,0,,,9.8,35,1012.1,
2022-03-30 00:00:00,9.9,7.9,12.9,8.8,,,7.7,30,1002.9,
2022-03-31 00:00:00,7.9,6,10.2,,,,7.7,32,996.5,
2022-04-01 00:00:00,3,0.4,5.9,12.1,,,10.3,37,1000.3,
2022-04-02 00:00:00,0.3,-0.6,1.5,3.3,,,10.3,29,1009.8,
2022-04-03 00:00:00,0.8,-1.2,2.5,0,,,12.9,36,1020.3,
2022-04-04 00:00:00,3,-3.4,8.4,0,,,11.3,44,1020.2,
2022-04-05 00:00:00,7.5,4.2,12.3,0,,,11.5,32,1015.2,
2022-04-06 00:00:00,10.9,7.3,16.6,0,,,9.9,35,1009,
2022-04-07 00:00:00,10.3,8.5,12.1,,,,28.9,89,1003.3,
2022-04-08 00:00:00,10.5,7.7,14.3,24.8,,,24.9,80,1002.2,
2022-04-09 00:00:00,6.2,2.7,13,3.1,,,15.8,82,1012.1,
2022-04-10 00:00:00,5.5,0.3,11,0.1,,,6.4,33,1022.1,
2022-04-11 00:00:00,7.5,-0.4,16.6,0,,,5.1,21,1018,
2022-04-12 00:00:00,11.3,1.3,21,0,,,4.8,15,1013.9,
2022-04-13 00:00:00,14.9,5.9,23.2,0,,,5.7,25,1014.6,
2022-04-14 00:00:00,15.4,7.8,22.7,0,,,8.4,30,1018.4,
2022-04-15 00:00:00,15.7,11.1,20.8,2.1,,,10.1,36,1022.5,
2022-04-16 00:00:00,11.2,8.1,14.6,0,,,20,48.2,1026.1,
2022-04-17 00:00:00,9.4,2.7,15,0,,,21.3,57,1024.1,
2022-04-18 00:00:00,9.3,1.3,17,0,,,9.5,32,1017.4,
2022-04-19 00:00:00,10.9,1.4,18,0,,,5.6,42,1012.3,
2022-04-20 00:00:00,11.1,4.7,16,0,,,15.8,41,1011.1,
2022-04-21 00:00:00,10.5,2.4,17.2,0,,,14.1,41,1007.5,
2022-04-22 00:00:00,10.5,3.9,16.9,0,,,10.8,38,1001.5,
2022-04-23 00:00:00,10.2,6.6,13.2,0,,,12.2,32,1000.8,
2022-04-24 00:00:00,9.1,6.7,11.5,16.3,,,13.3,64,1002.3,
2022-04-25 00:00:00,10.5,8.9,14.8,3.9,,,9.3,32,1010.4,
2022-04-26 00:00:00,9.1,7,12.1,,,,8.8,42,1016.2,
2022-04-27 00:00:00,10.1,4.4,15.8,0,,,13.9,37,1021.7,
2022-04-28 00:00:00,11.6,2.3,18.5,0,,,13,44,1025.4,
2022-04-29 00:00:00,12.3,4.4,18.6,0,,,6.6,40,1024.7,
2022-04-30 00:00:00,11.3,8.8,15,7.7,,,5.8,33,1022.3,
2022-05-01 00:00:00,11.2,6.9,16.6,0,,,8.2,24,1020.5,
2022-05-02 00:00:00,11.6,3.9,19,0,,,7.5,28,1016,
2022-05-03 00:00:00,12.2,6.2,19.8,2.2,,,6,43,1015.1,
2022-05-04 00:00:00,12.5,6.6,19.4,0.1,,,6.2,37,1017.1,
2022-05-05 00:00:00,12,10.4,14.8,23.9,,,6.9,31,1020.2,
2022-05-06 00:00:00,12.1,10.2,15.1,11.4,,,8.7,26,1022.5,
2022-05-07 00:00:00,13.1,9.6,18.1,0.7,,,9.4,31.5,1021.8,
2022-05-08 00:00:00,14.5,11.6,17.4,0,,,11.9,36,1021.4,
2022-05-09 00:00:00,15.6,9.8,22,0,,,8.8,31,1023,
2022-05-10 00:00:00,16.8,8.1,23.7,0,,,5.3,23,1021.2,
2022-05-11 00:00:00,19.7,10.9,26.8,0.2,,,11.4,48,1017.1,
2022-05-12 00:00:00,20.8,15.9,27,0,,,13.4,54,1018.4,
2022-05-13 00:00:00,17.6,14.8,21.2,0.4,,,8.5,31,1021,
2022-05-14 00:00:00,17.8,12.4,24,0,,,6.1,18.5,1020.1,
2022-05-15 00:00:00,18.4,9.6,26.3,0,,,5.9,21,1017,
2022-05-16 00:00:00,19.5,14.9,25,,,,10.5,37,1018.6,
2022-05-17 00:00:00,18.9,11.4,25.1,0,,,9.6,26,1020.5,
2022-05-18 00:00:00,20.2,11.2,27.2,0,,,10.1,34,1020.5,
2022-05-19 00:00:00,20.9,13.4,29.1,0,,,8.7,41,1021.1,
2022-05-20 00:00:00,22.5,13.9,30.2,0,,,9.6,55,1020,
2022-05-21 00:00:00,20,15.6,23.9,1,,,11.1,39,1020.9,
2022-05-22 00:00:00,17.1,10,24.1,0.1,,,8.7,21,1014.6,
2022-05-23 00:00:00,18,13.2,24.8,6.8,,,9.3,52,1006.3,
2022-05-24 00:00:00,14.7,12.2,17,2.9,,,9.3,49,1010.1,
2022-05-25 00:00:00,15.7,12.3,20.6,1.3,,,6.4,23,1017,
2022-05-26 00:00:00,16.6,11.4,21.1,0,,,8.2,33,1023.6,
2022-05-27 00:00:00,16.2,10.3,21.2,0,,,12.2,41,1022.9,
2022-05-28 00:00:00,15.4,12.5,18.4,0,,,10.4,29,1018.6,
2022-05-29 00:00:00,12.1,7.2,16.1,0,,,13.3,42,1012.1,
2022-05-30 00:00:00,13.4,6.5,19,0,,,9.5,30,1010.6,
2022-05-31 00:00:00,14.5,9,20.5,0.3,,,10.1,50,1013.2,
2022-06-01 00:00:00,14.9,11.2,19.7,2.2,,,7,28,1016.6,
2022-06-02 00:00:00,16.9,12.4,21.9,0,,,7.9,,1017.8,
2022-06-03 00:00:00,18,13.2,24.6,0.2,,,8.6,,1016.2,
2022-06-04 00:00:00,20.6,12.3,27.5,2.9,,,8.1,,1016.6,
2022-06-05 00:00:00,18.9,15.8,22,15.6,,,10.8,,1015.9,
2022-06-06 00:00:00,17.9,11.6,24,0.1,,,6.7,,1018,
2022-06-07 00:00:00,16.3,14.4,19.1,7.4,,,7.9,,1016.7,
2022-06-08 00:00:00,15.3,9.6,21.5,2.6,,,8,,1012.7,
2022-06-09 00:00:00,14.8,12.2,18.5,1.5,,,12.3,,1016.8,
2022-06-10 00:00:00,15.4,7,22.3,0,,,8.5,,1023.7,
2022-06-11 00:00:00,18,9.2,25.6,0,,,5.5,,1023.2,
2022-06-12 00:00:00,20.7,10.8,29,2,,,4.7,,1020.6,
2022-06-13 00:00:00,19.9,14,24.3,1.3,,,10.6,,1019.7,
2022-06-14 00:00:00,18.4,10,26.2,0,,,10,31.5,1019.5,
2022-06-15 00:00:00,21.6,11.9,30.8,0,,,6.2,26,1016.2,
2022-06-16 00:00:00,24.1,17.6,30.2,0.7,,,11.4,44,1017.6,
2022-06-17 00:00:00,22.2,15,28.8,0,,,7,22,1022.3,
2022-06-18 00:00:00,23.3,12.7,33.2,0,,,7.8,37,1018.7,
2022-06-19 00:00:00,26.7,16.9,35.4,0,,,8.2,32,1009.6,
2022-06-20 00:00:00,25.4,19,31.3,0,,,10.2,40,1010.7,
2022-06-21 00:00:00,22.8,16.3,31,0,,,8.3,34,1011.2,
2022-06-22 00:00:00,19.5,16.2,23.8,4.2,,,9.1,34,1011.7,
2022-06-23 00:00:00,21.3,14.2,29.3,2,,,10.3,96,1011.8,
2022-06-24 00:00:00,17.5,14.3,23.1,11.9,,,7.7,31,1012.1,
2022-06-25 00:00:00,18.7,9.9,26.2,0,,,7.3,24,1013.7,
2022-06-26 00:00:00,22.1,15.3,28.9,1.7,,,10.4,40,1012.5,
2022-06-27 00:00:00,19.2,15.7,23,5.3,,,12.7,38,1016.7,
2022-06-28 00:00:00,17.4,13.1,20.8,0.1,,,9.5,33,1019,
2022-06-29 00:00:00,20.8,15.5,26.8,0,,,5.9,24,1013.9,
2022-06-30 00:00:00,21,13.1,29.3,12,,,8.6,42,1011.5,
2022-07-01 00:00:00,15.5,12.8,20.6,12.4,,,9,43,1020.1,
2022-07-02 00:00:00,18.6,11,26.1,0,,,9.8,33,1020.9,
2022-07-03 00:00:00,22.3,13.9,30.3,0,,,6.5,27,1018.2,
2022-07-04 00:00:00,20.3,17.8,25,7.6,,,7.9,42,1018.8,
2022-07-05 00:00:00,21.3,17,26.5,0,,,6.5,24,1019.9,
2022-07-06 00:00:00,19.8,12.6,25.7,0,,,9.4,32,1022,
2022-07-07 00:00:00,18.1,11.4,23.6,0,,,10.9,39,1023.4,
2022-07-08 00:00:00,18.4,13.1,23.8,0,,,10.2,29,1027.8,
2022-07-09 00:00:00,19,10.3,25.3,0,,,9.8,31,1025.6,
2022-07-10 00:00:00,19.2,13.5,24,0,,,9.8,35,1021.9,
2022-07-11 00:00:00,18.6,10.3,25.2,0,,,14.9,48,1021.8,
2022-07-12 00:00:00,20.7,12,27.3,0,,,12.8,34,1022.7,
2022-07-13 00:00:00,22.6,12.9,32.1,0,,,5.1,31,1021.5,
2022-07-14 00:00:00,26.4,19.4,33.8,0,,,11.5,45,1017.2,
2022-07-15 00:00:00,23.8,17.2,29.2,0,,,12.6,35,1017.7,
2022-07-16 00:00:00,22,12.8,28.5,0,,,12.3,36,1020.1,
2022-07-17 00:00:00,22,13.8,29.3,0,,,12.4,37,1022.9,
2022-07-18 00:00:00,23.2,12.6,32.6,0,,,8.9,32,1021.9,
2022-07-19 00:00:00,25.2,14,34.8,0,,,7.4,26,1017.3,
2022-07-20 00:00:00,24.2,17.8,33.4,13.3,,,9.9,83,1016.9,
2022-07-21 00:00:00,22.9,18.7,29,0.3,,,7.6,32,1020.4,
2022-07-22 00:00:00,23.8,14.1,33.4,0,,,8,30,1016.8,
2022-07-23 00:00:00,22.1,18.1,27.5,6.8,,,8.5,39,1017.8,
2022-07-24 00:00:00,24.2,16.8,31.3,0,,,6.4,23,1017.5,
2022-07-25 00:00:00,25.5,15.7,34,0.1,,,11.9,48,1012.4,
2022-07-26 00:00:00,22.7,18.6,26.9,0.7,,,11.2,33,1015.3,
2022-07-27 00:00:00,21.3,15.2,27.1,0,,,7.4,22.2,1014.6,
2022-07-28 00:00:00,21.5,12.6,29.9,0.2,,,8.6,33,1012.9,
2022-07-29 00:00:00,19.3,16.1,24.8,1.5,,,8,32,1016.2,
2022-07-30 00:00:00,21,14.7,26.4,0,,,8.5,34,1018.6,
2022-07-31 00:00:00,22.9,14.8,30,0,,,9.7,34,1018,
2022-08-01 00:00:00,23.5,15.3,31.4,2,,,9,32,1016.6,
2022-08-02 00:00:00,22.8,15,30.6,0,,,5.9,23,1017.2,
2022-08-03 00:00:00,24.6,15.1,33.7,0,,,5,22,1014.9,
2022-08-04 00:00:00,27,16.6,36.1,0,,,5.9,32,1013,
2022-08-05 00:00:00,26.2,19.4,34,16.2,,,9.9,64,1014,
2022-08-06 00:00:00,18.4,16.3,19.9,11.1,,,11.3,36,1022.1,
2022-08-07 00:00:00,18.2,13.5,22.9,0,,,11.3,36,1020.2,
2022-08-08 00:00:00,20.5,13.1,27,0,,,13.3,43,1020,
2022-08-09 00:00:00,21.2,12.3,27.5,0,,,15.6,46,1021.4,
2022-08-10 00:00:00,21.4,12.5,28,0,,,13.7,44,1020.4,786
2022-08-11 00:00:00,20.8,12.8,28.1,0,,,11.2,36,1018.2,758
2022-08-12 00:00:00,21.2,13,27.3,0,,,13.8,41,1015.7,780
2022-08-13 00:00:00,20.5,12.3,28.2,0,,,13.2,39,1014.1,789
2022-08-14 00:00:00,20,9.6,27.8,0,,,7.9,42,1009.5,536
2022-08-15 00:00:00,19.9,14.6,26.7,0.5,,,12.7,73,1008.6,445
2022-08-16 00:00:00,20.9,11.7,29.5,0,,,5.8,28,1010,682
2022-08-17 00:00:00,22.6,16.3,29.3,9,,,11,48,1010.3,359
2022-08-18 00:00:00,18,15.1,21.7,6.7,,,5.7,29,1012.8,175
2022-08-19 00:00:00,17.8,16.8,19.6,11.1,,,7.7,28,1014.8,0
2022-08-20 00:00:00,18.1,14.3,23.6,5.8,,,8,24.1,1018.4,158
2022-08-21 00:00:00,19.6,16.2,25.3,0,,,6.3,23,1016.3,549
2022-08-22 00:00:00,19.7,12.7,26.3,0,,,7.4,35,1014.3,646
2022-08-23 00:00:00,19.8,12.4,27.1,0,,,8.6,36,1016.4,742
2022-08-24 00:00:00,19.9,11.2,27.8,0,,,10.8,43,1017.4,723
2022-08-25 00:00:00,21,12.5,28.7,0,,,4.3,20,1015,712
2022-08-26 00:00:00,20.8,13.9,29,1.2,,,7.8,42,1013.3,335
2022-08-27 00:00:00,19.1,16.9,23.3,6.3,,,6.4,33,1014.3,113
2022-08-28 00:00:00,19.6,14.5,25.5,0,,,9.8,33,1015.7,387
2022-08-29 00:00:00,20.1,13.2,27,0,,,8.6,26,1017.6,632
2022-08-30 00:00:00,20.4,13.5,27.7,11,,,7,42,1017.2,500
2022-08-31 00:00:00,17.6,15.6,21.6,4.8,,,7.2,28,1018.7,166
2022-09-01 00:00:00,17.1,12.9,21.7,0,,,10.3,36,1017.5,372
2022-09-02 00:00:00,16.4,9.9,22.9,0,,,8,32,1014.6,523
2022-09-03 00:00:00,17.6,13.9,22.8,3,,,7.8,30,1014.4,259
2022-09-04 00:00:00,18.7,11.4,25.6,0,,,5.5,17,1018.9,582
2022-09-05 00:00:00,19,11.7,27,0,,,4.6,18,1020.4,570
2022-09-06 00:00:00,17.9,13.9,21.7,9.9,,,5.6,46,1018.4,357
2022-09-07 00:00:00,19.7,15.4,25.8,6.1,,,8.9,34,1014.8,397
2022-09-08 00:00:00,17.7,13.4,21.8,16.4,,,9.7,41,1013.4,409
2022-09-09 00:00:00,16.3,12,22.4,2,,,8.4,35,1015,411
2022-09-10 00:00:00,15.6,13.7,18,1.2,,,11.1,40,1017.8,128
2022-09-11 00:00:00,16.7,13.7,21.9,0,,,5.9,26,1019.3,512
2022-09-12 00:00:00,15.6,9.1,23.7,0,,,3.7,15,1016.4,625
2022-09-13 00:00:00,18.5,9.9,27,0,,,4.3,18,1011.8,450
2022-09-14 00:00:00,20.9,17.5,23.2,16.9,,,11.2,45,1007.7,153
2022-09-15 00:00:00,17.2,15.4,19.4,13,,,10.8,38,1009.5,51
2022-09-16 00:00:00,14.7,12.5,16.9,0.3,,,10.3,44,1011.9,112
2022-09-17 00:00:00,10.8,8,13.6,1.8,,,13.3,46,1017.2,74
2022-09-18 00:00:00,11.7,7.5,15.7,0,,,12.6,33.3,1019.6,264
2022-09-19 00:00:00,12.6,9,15.8,0,,,7.7,30,1020.7,468
2022-09-20 00:00:00,10.6,4.2,15.4,0.1,,,7.1,22,1023.3,470
2022-09-21 00:00:00,11.1,4.8,16.9,0,,,16.1,46,1023.8,629
2022-09-22 00:00:00,9.9,3.2,17.5,0,,,8.1,20.4,1022.3,630
2022-09-23 00:00:00,11.8,3.7,19.7,0,,,5.2,33,1018.5,373
2022-09-24 00:00:00,13.5,11.6,15.3,8.7,,,6,23,1014.2,52
2022-09-25 00:00:00,11.7,9.6,14.1,7.1,,,5.8,23,1013.3,25
2022-09-26 00:00:00,11.8,10.5,16,4.2,,,7.3,48,1009.8,160
2022-09-27 00:00:00,10.2,8.6,11.8,15.4,,,20.1,68,1004.7,98
2022-09-28 00:00:00,9.7,8.4,11.3,28.9,,,11.9,50,1001.7,3
2022-09-29 00:00:00,9.4,7.7,11.7,6.6,,,3.9,13,1003.5,11
2022-09-30 00:00:00,10.7,8.4,13.4,0.2,,,6.4,19,1011.1,76
2022-10-01 00:00:00,10,6.2,13,13.4,,,16.4,53,1017.4,9
2022-10-02 00:00:00,16,13,19.9,3.9,,,14.3,50,1021.8,110
2022-10-03 00:00:00,12.9,7.8,16.3,6.1,,,8.9,26,1025.9,262
2022-10-04 00:00:00,10.1,4.3,17,0,,,4.7,17,1024.3,252
2022-10-05 00:00:00,13.1,6.1,22.2,0.3,,,5.8,33,1024.2,505
2022-10-06 00:00:00,14.1,8.8,20.3,0,,,8.3,20,1029.3,421
2022-10-07 00:00:00,14.4,10.6,19.8,0,,,4.9,18,1025.1,244
2022-10-08 00:00:00,13.5,10.6,16.4,0,,,5.5,26,1022.2,27
2022-10-09 00:00:00,11,7.5,13.2,0,,,8.7,25,1021.9,68
2022-10-10 00:00:00,13.7,9.5,20.5,0,,,5.6,21,1019.7,290
2022-10-11 00:00:00,14.5,11,18.7,0,,,9.9,32,1022.7,162
2022-10-12 00:00:00,13.3,10.7,14.9,0,,,7.2,17,1023.4,206
2022-10-13 00:00:00,14,12.1,17,1.6,,,6.2,24,1021.5,109
2022-10-14 00:00:00,13.5,9,16.2,7.2,,,7.1,32,1017.5,30
2022-10-15 00:00:00,15.9,12.1,19.7,11.9,,,12.6,49,1013.9,118
2022-10-16 00:00:00,15,10.4,22.6,0,,,4.5,15,1018.8,366
2022-10-17 00:00:00,14,8.5,22.3,0,,,3.8,19,1025.6,404
2022-10-18 00:00:00,15.2,9.8,22.3,0,,,6,23,1027.6,454
2022-10-19 00:00:00,13.5,8.7,17.5,0,,,9.1,27,1024,240
2022-10-20 00:00:00,14.9,13.1,17.7,0.7,,,5.6,21,1017.8,52
2022-10-21 00:00:00,14.4,13.3,16.1,6.2,,,6.4,25,1014.7,3
2022-10-22 00:00:00,14.9,9.8,19.5,13.9,,,6.3,22,1017.6,339
2022-10-23 00:00:00,12,7.8,17.5,0.3,,,6.4,24,1016.8,148
2022-10-24 00:00:00,13.7,11,15.4,16.8,,,8.6,58,1017.3,84
2022-10-25 00:00:00,12.8,10,17.5,0.3,,,5.2,17,1020.3,405
2022-10-26 00:00:00,14.6,10.6,20.3,4.3,,,7.4,48,1021.3,268
2022-10-27 00:00:00,12,7.9,19.4,0.1,,,3.2,12,1026.7,314
2022-10-28 00:00:00,12.8,9.1,19.9,0.2,,,3.3,12,1026.6,250
2022-10-29 00:00:00,12.9,8.1,19.8,0,,,3.5,12,1025.1,289
2022-10-30 00:00:00,11.2,8.1,18.2,0.1,,,3.6,13,1022.9,172
2022-10-31 00:00:00,10,6.3,15.8,0.1,,,3.8,13,1021,151
2022-11-01 00:00:00,12.3,8.5,16.9,0.2,,,7.7,32,1021.6,72
2022-11-02 00:00:00,10.5,5.9,14.6,0.1,,,4.9,25,1025.4,164
2022-11-03 00:00:00,7.7,4.1,10.9,5.4,,,6.7,48,1016,63
2022-11-04 00:00:00,9,6.7,11.3,1.2,,,9.2,34,1010.3,88
2022-11-05 00:00:00,6.9,1.9,9.1,3.7,,,7.5,23,1020.5,49
2022-11-06 00:00:00,5.2,2,8.1,0.1,,,4.6,19,1019.4,101
2022-11-07 00:00:00,9,3.5,15.5,0,,,8.6,30,1019.6,272
2022-11-08 00:00:00,7,1.7,14.8,0,,,5.5,22,1017.3,165
2022-11-09 00:00:00,9.3,5,11.6,13.2,,,5.2,20,1017.8,6
2022-11-10 00:00:00,9.1,4.1,11.9,15.9,,,5.5,18,1028.2,242
2022-11-11 00:00:00,8,4.4,10.7,0,,,4.5,15,1034.5,75
2022-11-12 00:00:00,7.4,6.1,8.4,0,,,5.8,19,1033.2,40
2022-11-13 00:00:00,5.8,5.1,6.4,0.1,,,7.4,26,1023.7,83
2022-11-14 00:00:00,7.4,3.8,11.5,3.7,,,6.5,19,1018,0
2022-11-15 00:00:00,7,3.2,11,0.1,,,5.6,19,1012.5,60
2022-11-16 00:00:00,9.2,5,13,3.1,,,7.5,25,1005,212
2022-11-17 00:00:00,10,6,13.6,13.1,,,13.3,60,999.6,96
2022-11-18 00:00:00,7.3,3.7,9.2,17.9,,,11.3,38,1006,9
2022-11-19 00:00:00,6.4,4,9.3,0.2,,,6,24,1012,137
2022-11-20 00:00:00,5.4,2.6,8.4,3.1,,,10.4,47,1014.8,82
2022-11-21 00:00:00,6.8,4.8,9.5,1.2,,,13.4,59,1006.8,172
2022-11-22 00:00:00,6.3,5.4,7.6,1.4,,,12.1,39,1002.4,18
2022-11-23 00:00:00,5.4,-0.4,8.8,4,,,8.1,41,1006.5,202
2022-11-24 00:00:00,6.9,2,10.8,2.2,,,13.5,45,1016.7,105
2022-11-25 00:00:00,4.7,0.6,8,0.4,,,5.1,22,1021.7,64
2022-11-26 00:00:00,4.6,0,9.2,0,,,5,16,1031.7,124
2022-11-27 00:00:00,3.2,-0.1,5.7,0,,,5.3,16,1026.7,72
